a	b	c	d	e
		le seigneur des sointaines isles			
		Etaux quielx aidera il fist sancelot			
		Il aidera au roy de norgalles pour ce quil est son ael			
		Et ou sera ce tournoiement fait il			
		Gire en une piarie par ou uous aues passe			
		Lors les cõmãdalancelot a dieu			
		si sen part a tant			
		puis luy demãde a qͥ ce harnois estoit			
		Gire font ilz a ung cheua¬ lier qͥ demain doibt estre au tournoiemẽt des deux roys			
		Et cõment a nõ celluy cheualier dist lancelot			
		Sire fist il len le appelle galle			
		hodin			
5143	Et quant il orent mangié tout par loisir	Et quãt il a ung pou alle	luego dixo el cauallero dela puente ay amigo	Et quant il orent mangie tout par loisir	“E quando elli ebono mangiato|e tutto per lecere
		sy ost a destre sonner une cloche			
		Il se adreche celle part			
5144	si se dreça Lanceloz	et trouua une abbape de moignes blans il deschent a lentree|puys baille son cheual a garder a ung garchon	que dezides	si demanda lancelot sez armes	si i diriza Lancelotto
5145	et demanda ses armes a Ha sire	puys entre au mõstiec cout arme fors|que du heaulme	que ese cauallero delas armas blancas no es fijo del Rey ban de benoit antes es vn cauallero|que yo derribe anoche en aquella Carcaua de agua	quar il dist quil sen iroit	e domanda sue arme|Ail
					sire
					per Dio
					disse la dama
		et du glaiue			
		Et quãt il fut leãs entre			
5146	por Deu se il puet estre remanez encor cest jor seulement	si trouua la seur me leagant|celle	ca si el fuera no caiera pormi lança|mas es algun malo Couarde	Ha : sire pour dieu fait la damoisele demores encore sil vous plaist|et il puet estre	s elli puote essere dimorate ancora questo giorno sola mentes
		qui le ietta hors de la doulou¬ reuse prison ou il auoit este mis			
5147|5148	Et il dist|que ce ne puet estre	elle le regar¬ de|et aduise tant quelle le cõgnoist q̃ cest lan¬ celot|mes moult se merueille q̃ ses beaux che ueulx sont deuenus quil soulloit auoir|Si pensa qͥl auoit este malade|et que pour ce lup feussent cheuz	que se llama don lançarote y|ansi anda engañando el mundo|porque le faga mayor honrra doquier|que llegue Como don lançarote derribo al Cauallero dela puente|Quando el huesped de don lanzarote aquello oyo non sopo	Et il dist quil ne puet	“Ed e' dice|che cciò non puote essere
5149|5150	car il a trop a faire|Et quant il est armez	et pour ce se seuffre de parfer a luy iusques apres la messe	que Responder y el Cauallero dela puente le pregunto|que cauelladura traia y el le dixo|que andaua trasquilado agora dixo el Cauallero podedes entender|que non es el don lançarote	quar il a trop a faire|Quant il fu armes	ch egli à troppo a ffare|;|e quand egli è armato
			ca don lançarote alos Cauellos crespos y loros y son los		
5151|5152	et montez el cheval|si se part de laienz	Uant le frere eust chãte	mas fermosos del mundo|mas agora lo dexad venir aca|que si non le fago dexar la silla nunca yo traiga lança estonçes se torno el huesped a don lançarote y dixole amigo a justar vos conuiene|ca de otra guisa non podedes pasar la puente	si monte sor son cheual|et sem part de laiens	si si parte di là entro
5153|5154	et la damoisele chevaucha delez lui|et li prie	⁊ sancelot fut C issu du mõstier	e dixo don lançarote pues eso es porlo|que yo vengo	& la damoisele cheualche par deles lui|& li prie	E lla dama l acompagna|e cavalca dallato a llui|e l priega
					per Dio
5155	por Dieu qu il se praingne garde d Estor son frere;		e luego se fueron Contra la puente y tanto|que el Cauallero dela puente vio a don lançarote dejose yr contrael y	por dieu quil se prenge garde de son fil|& de son frere	ch elli|si prenda guardia d Astore suo fratello
5156	si dist		quando don lançarote	Et il dist	ed e' le disse che
5157	que se Diex li donnoit trouver il ne se partiroit		ansi lo vido benir puso su escudo ante|si y metio la lança so el sobaco y dexose yr ael y dieronse tan grandes encuentros quelas lanças volaron en piezas	que se diex li donne quil le truist|il ne se partiroit	se ldio li donasse a trovarlo|elli non
5158	mais a piece de lui se il pooit		mas no se derribaron	mais a piece de luise force ne li faisoit faire	si partirebono mai a peza
5159	Et quant il l orent i grant piece convoié		e don lançarote metio mano asu espada	Quant il lorent grant piece conuoiet	eQuand egli ànno gran peza acompagnato
5160	si les fait arester		para ferir al otro		e elli fa ritornare
					allor dice
5161	et dist qu il n iront plus avec lui		mas el otro Cauallero le dixo amigo non vos cuitedes|que otra vez hauemos de justar o		che non veranno più con esso lui
5162|5163	et les conmande touz a Deu|Et quant la dame voit qu il s en vet	la damoiselle ua ap̃z luy	mas fastaque el vno denos cayga mucho me plaze dixo el entonzes tomaron otras lanças y fueronse a ferir tan Reçiamente|que se fendieron los escudos pormedio y el cauallero dela puente quebro su lança|mas don lançarote le firio tan tiesto dela lança|que dio conel y con su cauallo dentro dela carcaua donde el cayera ante		si gli comanda tutto ardDio|E quando la dama vide|che se ne andarono
5164|5165	si li dist tout em plorant Biaux douz sire|por Deu		que estaua llena de agua y|luego fuera afogado sino quelo acorrieron|e don lançarote estubo quedo fasta quelo sacaron y dixole Cauallero habemos aqui|mas que fazer ay	si lez commande lancelot tous a dieu	si gli disse tutta impiangendo|: Bel sire|per Dio
5166|5167|5168|5169	et por l ame vostre bon pere pensez d Estor mon fil|et vostre frere|Et il dist|que si fera il aseur an soit	et lui dist	por dios señor merçed dixo el cauallero|por el tuerto|que vos fize|luego desarmar y|quando lo vio desarmado Paresçiole todo al Rey van su padre|Ca no hauia cosa enel mundo|que asi paresçiese	Et la damoisele sen retorne moult dolante de lancelot|Et il sen uait tous seuls lies	e per la anima di vostra madre|pensate d Astor mio figliuolo|e vostro fratellos|; ed e' dice|che ssi farà elli|tutta sicura ne sia ella
			que no Cuide		
			que vos herades y tomad aqui mi espada y pidovos merçed y el tomo la espada y fizolo subir enel Cauallo y fuese parael Castillo		
			que deseaua mucho de sauer la verdad de estor Como don Lançarote y la madre de estor de mares se conoçieron		
			Quando ellos llegaron al gran palaçio el cauallero desçendio		
			luego y dixo ala señora del castillo		
			que hera su madre de estor ay my buena hermana yo vos traigo a don lançarote de lago el mejor Cauallero del mundo y es hermano de vuestro fijo estor y fazedle mucha honrra y ella fue		
			luego parael y Resçiuiolo muy bien y fizolo		
5170	Atant s an torne la dame molt dolente de Lancelot		como a don lançarote y ella con gozo|que vbo conel comenzole de abrazar muy de Corazon y tomolo porla mano y asentaronse enel estrado y ella le dixo señor sodes vos buen cauallero no me marauillo yo		“Attanto|si torna la dama molta dolente di ciò
			Porque vuestro padre fue el mejor Cauallero		
			que ome vido en su tiempo y esto fue el Rey van de benoit señora dixo don lançarote yo vos Ruego Pordios		
			que me digades La verdad de estor		
			que me dizen		
			que es mi hermano		
			si me salue dios dixo ella el es vuestro hermano y direvos		
			como y entonzes le conto todo el fecho segund selo hauia contado su huesped señor dixo ella yo vos mostrare tales señales		
5171|5172	que plus ne sejorne o lui|et il chevauche touz seus liez	sire uoꝰ soies lebien uenu	que lo entenderedes mejor|e dixo porla mejor çiudad	& ioians	che Lancelotto non vi sogiorna più con esso lei|Ed egli cavalca tutto solo
			que el Rey artur a no quisiera hauer dexado de sauer esto		
			que oy se		
			e aquel dia ouieron todos muy gran alegria conla venida de don lançarote y la dueña demando nuebas		
			por su fijo estor adon lançarote		
			entonçes saco vna sortija convn çafi enlaçonado y enel zafi estauan dos serpientes figuradas y mostrolas a don lançarote y dixole señor esta sortija me dio vuestro padre y el me dixo		
			que otra diera avuestra madre yo se la vi		
			que ella mela amostro poco a enel monasterio Real a		
			do esta vuestro padre y pasando yo		
			por y fable conella y ella vidomela enel dedo y preguntome		
			que quien mela diera y yo encubrime y ella mostrome otra tal y ella		
			luego entendio quien mela diera y portanto entendi yo		
			que me dixo verdad vuestro padre y desto fue don lançarote muy alegre		
5173|5174	et dolanz dolanz|por Lyonnel	Haa ma doulce domoiselle uous soies la biẽ trou uee: cõmẽt laues uoꝰ fait	que hauia gran tiempo|que no le viera y el le dixo señora non a dos meses|que me parti del y lo dexe sano y alegre y desto ouo ella gran plazer y	Et dautre part est dolans de lyonel son cousin	e ssi fu molto dolente per Lyon
5175|5176	dont il ne set nouveles|et liez	puis q̃ ie ne uoꝰ uiz	luego fueron puestas las mesas y comieron y folgaron a gran plazer desi y	dont il ne set nulle nouelle	donde non sa nulle novelle
5177|5178	por Hestor qu il cuide par tans trover|Et li chauz fu levez granz	Gire fist elle hien dieu merci	quando fue noche fizieronle muy Rica Cama a don lançarote y el dormio y folgo toda aquella noche y ala mañana se leuanto y fue a oyr misa y desque vino fallo las mesas puestas	Et li chaus fu leues grans	e lieto per Astore|ch egli crede trovare|“E caldo fu levato grande
5179	et mervilleus	et la uostre	e comieron	et merueilleus	e maraviglioso
5180|5181	si li anuia a chevauchier|et il oste son hiaume		e folgaron a todo su plazer	Si li anoia moult li cheualliers Il oste son heaume	si ll invidia molto il cavalcare|e elli trae suo elmo
5182|5183|5184|5185|5186	qui molt li grevoit ce li estoit avis|et le baille a J|escuier qu il ot trové el chemin|Si erra en tel manniere dusqu a none qu il entra en I|forest vielle	Et quelle aduãture uous a cy amenee|Gire fist elle ie uiens pour ueoir ung tournoiemẽt	e desque ouieron comido don lançarote demando sus armas y armose y caualgo ensu cauallo y la dueña le dixo attended señor|que convos quiero yr vn poco de grado dixo el Como don lançarote llego ala floresta perdida y leio las letras	qui trop li greuoit ce li ert auis|si le baille a vn escuier quil ot troue el chemin|Si erra en tel maniere iusques a nonne|Et lors entra en vne forestt vielle	che molto gli gravava|ciò è suo aviso|e l baglia al uno scudiere|ch egli truova nel miluogo del camino|Si va in tal maniera insino a nona|ch egli entra in una foresta vecchia
5187|5188|5189|5190|5191	et ancienjalne|Il voit a l antree une chapele ou il avoit I|hermite molt prodome|et tout entor la chapele avoit a I|cimetire		Luego Caualgo la dueña|e su hermano conella y otra gran Compaña y fueron Con don lanzarote Vna gran pieza y la señora dueña dixo a don lanzarote pordios os Ruego señor|que se vos miembre siempre de vuestro hermano hestor y acompañadlo y queredlo bien	et anciene|& il voit a lentree vne capele ou il auoit vne crois sour vne cymentiere	e antica|: elli vide nell entrata una cappella ov egli avea un romito molto produomo|e tutto intorno alla cappella avea un cimitero
5192|5193|5194|5195	et a l entree I|croiz|et l|grant perron de marbre		ca si vos menester fuese muchos fallariades|que vos siruiesen	Et dencoste auoit vn grant perron de marbre	e a l entrata una croce in un gran petrone di marmo|E elli riguarda in sul petrone
5196|5197	Il esgarde sor le perron lestres vermeilles|qui disoient: Os tu chevaliers erranz		e fiziesen seruiçio porel çierto señora dixo el	Et lancelot regarda sour le perron|& y uit lettres escriptes|qui disoient	e vide seritte molte maravigliose lettere|che dicevano|: O tu|cavaliere errante
5198	qui ceste part viens		si dios quiere	Os tu cheualiers qu par fejeste part viens pour auenture trouuer	che n queste parti vieni per aventure trovare
5199|5200	por aventure trover se tu ne vels morir n entrer mie en ceste forest|car tu n am porroies eschaper sanz mort ou sanz honte		que el falle ayna nunca jamas se partira demi y desque fueron vna gran pieza conel encomendolos a dios	se tu ne veuls morir|si nentres mie en ceste forest|quar tu nen porroies escaper sans mort ou sans honte	se ttu non vuogli morire|non intrare mica in questa foresta|ché ttu no ne potrai scampare sanza morte|e sanza onta
5201|5202	Li escuiers lut cels lestres|et dist a Lancelot: Sire entandez vos bien ce		e la dueña se torno asu Castillo y don lançarote se torno asu camino y andubo	Et li escuiers dist a lancelot|Sire entendes vous	MLo scudiere legge le lettere|e si disse a Lancelotto|Sire
5203|5204|5205|5206|5207|5208|5209	que cels lestres vuelent dire|? — Oil fait il|—|Dont sai je bien|fait cil|que vos n iroiz en avant|car cil bries le desfant	qui demain se fera pres dicy|si la emprins mõ pe re le roy bademagus cõtre le roy de norgalles	por todo aquel camino fasta ora de visperas|que fallo vna floresta y ala entrada della estaua vna hermita enque estaua vn hermitaño y antela hermita estaua enel çimenterio vna Cruz envn padron de marmol y|quando don lançarote vido la cruz cato sobre el padron y vio letras vermejas	que ces lettres dient|oil fait il|Dont sai iou bien fait li ualles|que vous nirois en auant|quar cils bries le vous desfent	intendete voi schel queste lettere vogliono dire|? Se voi il sapete|dunque so io bene|che vo' non v andreste mica in avanti|ché questo brieve il difende
5210|5211|5212	—|Et tu ou iras|? fait Lanceloz	puis demãde a lan	que dezian	Et ou iras tu fet lancelot	— E te n andra' tu|disse Lancelotto
5213|5214	— Sire dusqu a chastel|qui est outre ceste forest		oyes tu Cauallero andante	Qire fet il iou irai outre ceste forest a vn chastel	per questo camino in avanti
5215	—				? — Oil
5216|5217|5218|5219	Dont iras tu par cest chemin fait Lanceloz|car il n i a autre voie|— Voire fait il|car il le me covient a faire		que buscas las auenturas|si tu no quieres tu muerte o tu desonrra guarda	Dont iras tu chest chemin Xy fait lancelot|quar il ni a autre voie|voire fet cil|quar il le me conuient faire	disse l valletto|el mi convien fare
5220	— Or va seurement fait Lanceloz			Or va seurement fait lancelot	— Or va'|disse Lancelotto
					sicuramente
5221	car je te suirai			quar iou te sieurrai	ch i' ti seguirõ
5222|5223	— Ha sire|por Deu fait li vallez n i venez mie			ha : sire fet li ualles pour dieu ni uenes mie	— Ail|sir|per Dio|disse l valletto
					non ci venite mica
5224	car certes ce seroit trop aperte folie !			quar che seroit trop aperte folie	ché certo ciò sarebbe troppa aperta follia
5225|5226	Dont ne veez vos|que cels lestres dient		que no entres enesta floresta	Dont ne vees vous quil a en ces lettres	Dunque non vedete voi|che questo brieve dice
5227	? —				
5228|5229	Por cels lestres fait Lanceloz ne plus ne mains|car je ne lairoie en nule maniere		Ca te non podras ende partir sinvna destas dos Cosas y el estando	pour lez lettres fait lancelot ne plus ne mains|quar iou nel lairoie en nulle maniere	disse Lancelotto|né più né meno|ch i' non lascerei i'nulla maniera
5230	que je n i alasse			que iou ni alaisse	ch i' non v andasse
5231	Lors resgarde vers destre			Lors regarde uers destre	Allor riguarda Lancelotto sopra a destra
5232|5233	et voit l ermite|qui avoit ouvert l uis de sa chapele		ansi oyo abrir la puerta dela Capilla y al hermitaño	& uoit lermite|qui auoit ouuert luis de la capele	e vide il romito|ch avea aperto l uscio della cappella
5234|5235|5236	qui voloit chanter vespres|Il vait cele part|si le salue		que queria dezir visperas y fuese parael y saluolo y el ael y preguntole el hermitaño	& voloit canter uespres|& il slen vait cele part|& le salue	e voleva cantare vespro|E elli va in quelle parti
5237	et li prodom li rant son salu			Et li preudoms li rent son salut	e saluta il produomo|e egli li rende saluto
5238|5239|5240	et li demande|qui il est|et il dist qu il est chevaliers erranz	si le uerra|Ouy uoir fait il se ie puys	que quien hera y el le dixo	si li demande|qui il est|et il li dist quil est vns cheualiers errans	e lli domanda chi elli è|ed|e li dice|ch egli è un cavaliere errante
5241|5242|5243|5244|5245|5246|5247|5248	Et que alez vos querant||Et il dist qu il vait querant J|suen cousin|qui a non Lyonnel|«|Et comment avez vos non|? fait li hermites	Donc uous uuldioie ie biẽ prier|que uoꝰ aĩdissies aux noz|Et il dist q̃|si fera il uoulẽtiers	que don lanzarote de lago y|que andaua en busca devn su primo	Et que ales vous querant fait li hermites|Iou vois querant fait lancelot|¡|mien cousin|qui a a non Iyonel|Et comment aues vous non fait li hermites	NaE|che andate vo' chegendo|?|diss egli|Ed e' li dice|ch egli chiede un suo cugino|ch à nome Lyon|E come avete vo nome|?|disse il romito
					— Sire
					diss egli
5249|5250	— Sire l an m apele Lanceloz del Lac|— En non Dieu fait il de vos ai je oi parler autre foiz		que hauia nombre leonel y dixo el hermitaño vos sodes buen Cauallero yo vos aConsejaria	Sire fet il iai a non lancelot del lac|LNon dieu fet li hermites de vous ai iou oi autre fois parler	l uomo m apella Lancelotto de Lac|—Al nome di Dio|disse il romito|di voi ò udito altra fiata parlare
5251|5252|5253	Vos estes li mieldres chevaliers del monde a tesmoing de maintes genz:|si seroit granz domages se vos vos metiez en leu|dont vos ne poissiez issir	Gire fist elle cent mille mercis Oi scap ie bien q̃ le roy de norgalles ꝑ perdra le tout		vous estes fait il li mieldres cheualiers del monde al tesmoing de maintes gens|Si seroit moult grans damages se vous vous meties en lieu|dont vous ne peussies issir	: vo'siete il miglior cavaliere del mondo al testimone di molte genti|si sarebbe gran danaggio se vo' vo metesti in luogo dove non potesti uscire
5254|5255	car trop de gent i perdroient|et por ce vos lo je	et mon pere en aura lonneur		quar trop de gent y perdroient|Et pour chou vous loe iou	ché troppo di gente vi morebbono
5256|5257	que vos retorniez tout le chemin|que vos estes venuz		que vos tornasedes pordonde venistes y	que vous retornes tout le chefs almin|que vous estes venus	|che vo' ritornasti tutto il camino|donde vo siete venuto
5258|5259|5260	car en la voie de ceste forest ne voi je en nule manniere|que vos en issisiez a :|car puis Il	Et ie uoꝰ prie	que no entredes enesta floresta perdida	quar iou ne vous loeroie en nulle maniere|que vous en ceste forest vous meissies|quar puis	ché nella via di questa foresta non vorei|che vo metteste||da due anni in qua
5261|5262	anz an an ça i sont bien Il|cens chevalier entré	que demoures hupmes auecques moy		ij|ans en ens cha y sont entre plus de|ii|cheualier	vi sono ben dugento cavalieri andati
					che tutti mi giurano al dipartire
5263	qui tuit me creanterent au departir que se Diex lor donnoit eschaper de mort qu il revandroient ci raconter ce qu il trouveroient ne onques			que tout me creanterent a lentrer|que se diex lor donnast escaper sans essoingne de prison ou de mort quil reuendroient par chi	che se ldio ne lor donasse a scampare sanza morte|che ritornerebbono qui a racontare a me ciò
					ch egli troverebbono
				por aconter moi ce quil y auroient troue:	
5264|5265	puis nus n an revint|et por ce sai je bien qu il sont tuit mort	et puys demain nous mouuerõs pour aller au tournoiement		mais nus de tous ceuls|qui entre y sont nen reuint onques|Et por ce sai iou bien quil sont tout mort	né unque poscia no rivenono||che sono tutti morti
5266	Por ce vos di je bien sire			Et pour ce vous pri iou iou biaus sire	; perciò vo dico
5267	que vos estes orandroit comme pilers de chevalerie			qui estes orendroit comme pilers de cheualerie	bel sire
5268|5269	si vos di|que vos n i entrez		que nunca entro y cauallero	que vous ni entres mie	e vo f priego|che vo non v entriate
5270	car je sai bien			quar iou sai bien	ch iso bene
5271	que ja n en istrez		que jamas tornase	que iamais nen isteries	che già non uscirete
5272	— Or me dites fait Lanceloz de cels lestres			Ot me dites fait lancelot|et ces lettres	— Il Or mi dite|disse Lancelotto
5273|5274|5275|5276	qui la sont|et certes savez vos|qui les fist|— Certes fait il nenil	et aussile dehues uous faire|Car se orendroit uoꝰ en mouues uous ne trou ueres meshup		qui chi sont escriptes|saues vous|qui lez escript|Certes fait il nenil	di queste lettere sapete vo' chi lle fece|? —Certo|diss egli
5277|5278	—|Et i ont eles longuement esté	si bon hostel qͥ soit pres du tour noiement	ca de dos años aCa son entrados enella	Et y ont elles este longement fet lancelot	no|— E v ànno elle|si lungamente state
5279|5280|5281|5282	? — Ofl fait li prodom plus de|VI|anz|— Or vos comment a Dieu fait Lanceloz	Et sachies	mas de çient Caualleros y me juraron|que si dios les guardase de muerte o de prision	Oil fait li preudoms plus de|vi|ans|Or vous commanc iou a dieu fait lancelot	?|disse Lancelotto|— S oil|sire|disse il produomo
5283|5284|5285|5286|5287|5288	quar trop ai demoré ici|—|Et ne feroiz vos mie fait li prodom ce|que je vos di|que vos lessiez la voie de la forest|? — Nenil voir fait Lanceloz	que uous seres tresbien seruiz	que me vendrian a ver|e que me contarian lo	quar trop ai yci demore|Et ne feres vous mie fait li preudom ce|que ie vous di|que voz laissies la uoie de ceste forest par dieu fait il ia	piui di sei anni|— Or v acomand io sa Diol|disse Lancelotto
5289|5290|5291	Ja|por chose|que g i voie ne la lairai a passer	⁊ aisez de toutes les choses q̃ len pourra		por cose|que iou voie encore|ne le lairai	ché già per cosa|ch i' vega non vi lascere io a passare
5292	quar trop seroit grant recreandise se ja avoie paor devant			quar ce seroit trop grant recreandise|que iou en isse	ché troppo sarebbe gran codardigia s i avessi paura anzi
5293	que je veisse le porquoi — Or vos dirai fait li hermites	Et il dist quil y demourra		por paour deuant|que iou sache pourcoi Or vous dirai fait li hermites	ch i' udissi il perché|— Or vo dirò io
					disse il romito
5294|5295	que vos i eroiz|puis qu il est ainsi	puis quil le ueult		que vous feres|puis quil est ensi	che vo farete|poscia|ch egli è insi
5296	que vos ne retornerez mie			que vous ne voles retorner	che vo' non ritorneresti mica
5297	Remanez huimais ceanz			vous remandres anuit|mais chaiens	: rimanete oggimai qua entro poscia
5298	por ce qu il est pres de nuit		que ay fallasen	por ce quil est pres de nuit	ch egli è presso di notte|
5299|5300|5301|5302	et c est li mielz|que g i voie a vostre oes|car se vos orandroit vos metez en ceste forest|qui est grant	Si se fait desarmer maĩtenant:	mas nunca torno ninguno dellos y porende entiendo|que son todos muertos o presos	quar se vous orendroit vous meties en ceste forest|qui est grans	ch io ne vega a vostro huopo|ché se voi oraindiritto vi mettete in questa foresta
5303|5304	et espesse il vos anuitera par aventure avant|que vos soiez II	⁊ elle treuue ung uarlet	e porende vos	& espesse|& il vous anuitera par auenture aincois|que vous soies ales|ij	
5305|5306|5307	liues alé :|si vos couvendra gesir souz l|arbre ou a la terre nue	si lui dit Mas ten droit au cha¬ steau de la harpe ou tu trouueras le roy bade¬ magus mon pere	que sodes espejo de toda la Caualleria no querria|que ay fuesedes	lieues|Si vous conuendra gesir desous vn arbre a la terre nue	elli vi converà giacere di sotto uno albero alla terra
5308|5309	?|si n avrez	⁊ lui dis	que creo	Si naures	si nonn aresti
5310|5311	que mangier ne voz chevax|Mais ceanz gerrez vos a aise		que nunca tornauades agora le dixo lançarote sauedes quien puso aqui estas letras no dixo el y sauedes	que mangier ne vous ne vostre chesulaus	che mangiare né voi né vostro cavallo|; ma qua entro giacerete voi ad agio
5312	et avrez a mengier		quanto a	qui aura asses auaine	e arete assai a man giare
5313	et vostre cheval fain		que esta aqui	& fain se vous demores ci	e vostro cavallo altresi fieno
5314|5315	et avainne|et li vallez sera a repos		mas a de seis años dixo el hermitaño pues agora vos enComiendo a dios dixo al hermitaño	Et cils ualles|qui auec vous est sera a repos	e avena|e l valletto sarà in riposo
5316|5317	dont il n avroit|mais hui point		que por miedo de vanas palabras de letras no dexare de entrar enla perdida floresta	dont il naura hui mes point se vous vous en ales	donde non arebbe oggimai punto
5318|5319|5320	—|Puis qu il vos plaist fait Lanceloz|que je remaingne je remaindrai	que iap ceans mon seigneur lancelot du lac	entonçes le dixo el hermitaño Pues señor eso queredes fazer ya es noche|para entrar la floresta	Ikel Duis quil vous plaist ce dist lancelot au preudome iou remandrai	— Poscia|che voi piace|disse Lancelotto|i' rimarò
5321|5322	et si est il J|poi trop tost		que es muy grande y esquiba y no fallaredes	Et si T est il|j|poi trop tost	e si è egli un poco troppo tosto
5323	Lors descent		do aluergar	Lors descent de son cheual	eAllor discende Lancelotto
5324|5325	et cil li tient l estrier|et li dist qu il remaingne huimais o lui	qui lui doit aider au sfournoiement	mas quedad aqui esta noche y seredes bien aluergado mucho me plaze dixo don lançarote y	et li ualles li tint lestrier|Et lancelot li dist quil remaigne o lui	e l valletto li tiene la staffa|ed e' li dice|che rimanga ogimai con esso lui
5326|5327	et je te di loiaument fait il|que je te ferai compaingnie demain a trespasser la forest		luego descaualgo y tomole el cauallo vn escudero	& quil li fera lendemain re compaignie a passer la forest	e i' ti dico lialmente|diss egli al valletto|ch i' ti farò domani compagnia al trapassar della foresta
5328|5329	Et cil remaint|qui voit bien qu il ne porroit pas mielz faire	⁊ quil le ulegne ueoir hastiueꝰ ment sil peut E uarlet se part de la dame	que conel venia|que fallara enel camino y ayudole a desarmar y pensole el Cauallo	Et cil remest|qui bien set quil ne porroit miex faire	E l valletto rimane|che ben vide|che non potrebbe meglio fare
5330|5331	Cele nuit fu Lanceloz serviz|et aaisiez de quanque li prodom i pot		e despues çenaron alli aquella noche y fueron bien seruidos el y el escudero y pregunto don lançarote	Cele nuit fu lancelot aaisies|& seruis de quamque li preudoms pot	Quella notte fu Lancelotto servito|e onorato di quanto
5332|5333|5334|5335	car il anvoia|? son clerc pres d iluec a J|chastel|por achater poison		como hauia nombre aquella floresta y dixo el hermitaño|que la dezian la floresta perdida	quar il envoia son clerc a vn chastel|qui estoit pres diluec pour achater poissson	che l romito puote avere|ch egli mandò suo cherico a un castello presso del luogo per acattare de pegioni
5336|5337	si come au jor del vandredi;|si mangierent a grant planté	⁊ uũt au roy hademagus	porque nunca torna	Car ce dist li contes il estoit uendredis|Si mangierent a grant plente	si come in di di ve nelrdi conviene|si ebbono a mangiare a gran quantità|
5338|5339	Aprés souper demanda Lanceloz au prodome conment la forest avoit non|Sire fait il la gent de cest païs l'apelent la Forest Perdue		el que porella va y dixo don lançarote ya dios no me ayude	Apres souper demanda lancelos au preudomme comment la forest auoit non|Sire fait il la gent de cest pais lapelent la forest perdue	Sire|diss egli|gli uomini di questo paese la chiamano la foresta Perduta
5340	car il n i a nul	si lui dit ce	si porella non vo	quar il nest nus	ché non è nullo
5341	qui de l estre de laienz puisse savoir ainz est		por sauer	qui de lestre de laiens puist riens sauoir|ains est	che dell essere di là entro possa sapere|
5342	si perdu quanqu il i entre		como fincan ay todos los otros	si perdus cils|qui y entre con ne set	è perduto quanto v entra
5343|5344|5345|5346	que l an n an set plus ne vent ne voie|— Par foi fait Lanceloz ce est merveille|que nus n an revient il m est avis|que ce est la Voie sanz Retor	que sa fil le lui mande|Et quant il ot les nouuelles de lanceloi du lac il est	que porella van o fincare yo ay conellos Como don lanzarote enContro la donzella yendo porla floresta|Ansi aluergo don lançarote aquella noche en Casa del hermitaño	puis de lui ne vent ne voie Par foy fait lancelot|cest grant merueille|quant nus nen reuient|si mest auis|que cest la uoie sans retor	si che l uomo no ne sa più né casmlpo né via|—Per fé|disse Lancelotto|ciò è maraviglia|che nullo no ne riviene|; egli m è aviso|che ciò è la Via Sanza Ritorno
5347|5348	et ja Diex ne m aïst se je le laissoie|por riens		e otro dia demañana leuantose	Et ia diex ne mait se iou laisseroie pour riens	né già Dio non m aiuti s io lasciassi per nulla
5349|5350	que je n i alasse|et que je ne sache ou il remaingnent tuit		e oyo misa y despues armose y subio ensu Cauallo	que iou ni alaisse a&|que ie ne sace ou il remaignent tot	ch io non v andassi|ch io non sappia ove rimangono tutti
5351	— Or vos en consaut Diex fait li prodom		e despidiose del hermitaño y metiose porla floresta y el escudero conel y finco el hermitaño Rogando a dios porel quelo guardase de mal|e yendo	Or vous en consaut diex fet li preudoms	—eOr vo n aiuti lddio|disse il produomo
					ché se m aiuti ldio
5352|5353|5354	car si m aïst Diex onques mes nus n i ala|dont je eusse|si grant paor com j ai de vos	si ioeux quil ne scait	ansi porla floresta fazia muy gran calentura	quar si mait diex onques|mais nus ni ala de cui iou eusse aussi grant paour comme iai de vous Nsi fu lancelot aaisies en lermitage du prodome	unque mai niuno non v andò dond io avessi|si gran paura com io ô di vois
5355	Cele nuit fu Lanceloz au plus a aise				l vQuella notte fu Lancelotto il più ad agio
5356	que li prodons pot	que dire		& honores de quanque il pot	che l produomo puote
5357|5358	et au matin|quant il fu levez li chanta la messe del Saint Esperit	Ei pense quil le iraueoir au plus celee¬ ment quil pourra par auanture ne uoul droit pas lancelot quil feust congneu au tournoie		Et au matin|quant il fu leues il oy messe del saint esperit	Al mattino|quand|e fu levato|si cantò il romito messa del Sancto Spirito
5359|5360	puis s arma|et quant il fu armez	menent	e tirose el yelmo don lanzarote	que li preudoms li canta|Et quant elle fu dite|si sarma	; poscia|si s armò|e quand|e fu montato
5361	si conmande le prodome a Dieu			et commanda le preudomme a dieu	si comanda il produ omo a Dio
5362|5363	Et quant il l an voit aler|si prie a Nostre Seingnor			Et li hermites prie a nostre seignor quilj le maint a sauuete	E quando il romito ne l vide andare|si priega Nostro Signore
5364	que le ramaint a sauveté				che llo rimenasse assalvamento
5365	Et il se met en la forest			Et lancelot se met en la forest	
5366	et li escuiers avec li			et li ualles auec lui	e llo scudiere con esso lui
