0	avoir trové. » 	Sire fait elle enuellopee |quil ne la pouoit cengnoistre pour pour ce 	0|1
1291	quel part uns chevaliers o unes armes vermeilles s’en vet ? — 		
1292|1293	En non Diex, fet ele, je le vos enseigneroie bien, |se je voloie. — Dites le moi, fet il, 	se ie uoulloie ie uous lenseigneroie bien dictes le moy fait il par tel conuenant 	1053
1294|1295	par covent |que je soie vostre chevaliers el premier lieu 	que ie soie uostre cheualier au premier lieu 	1054
1296	ou vos me requerrois. — 	que uous me requerres/	1055
1297|1298	Se vos me creantés, fet ele, |que vos me sievrois 	se uous me promettes 	1056
1299	de quel hore 	que au pre/ mier lieu 	1057
1300	que vos en semoigne, je le vos enseignerai. »	ou ie uous requesray uous me aideres ie uous lenseigneray/ 	1058
1301	Et cil li creante, 	et il luy promet/ 	1059
1302|1303	dont il se repenti |puis molt durement tel hore fu. « 	denc depuys sen repentist/ 	1060
1304	Or alés, fet ele, tot cest chemin», 		
1305	si li mostre I. sentier estroit 		
1306|1307	qui aloit al travers de la forest. « |Si ne tornés, fet ele, de nule part 	Or alles fait elle tout ce chemyn en trauers de la forest sans tourner de nulle part. 	1061
1308	et quant vos avrois alé entor demie lieue, 	Quant uous aures cheuauche enuiron demye lieue 	1062
1309|1310	si verrois delés I. vivier trois paveillons tendus. |La dedens troverois le chevalier 	si uerres de les une riuiere trois pauillons la dedens trouueres le cheualier 	1063
1311	que vos querés	que uous demandes 	1064
1312|1313	que l’en apele Arramant le Gros; |si le conoistrois a ces enseignes 	et len lappelle arrement le gras et le cengnoistres a telles enseignes 	1065
1314	qu’il a en mi le front II. plaies.	quil|ha deux playes au frent/ 	1066|1067
1315	Or vos en poés aler, 	or uous en poues aller mes 	1068
1316	mais que vos m’aiés dit vostre nom. » 	que mayes dist uostre nen/ 	1069
1317	Et il se nome molt a envis	et il se nomme monlt enuiz 	1070
1318	et totes voies li dist 	et dist 	1071
1319	qu’il a non Lancelot del Lac. « Alez a Dieu », fet ele. 	quil a a nen lancelot du lac. 	1072
1320|1321	Atant s’en part |et s’en vet tot le chemin 	A tant sen ua lancelot tout le chemyn 	1073
1322|1323	qu’ele li avoit enseigné, |si grant aleure 	quelle luy a enseigne/ 	1074
1324	com il plus puet del cheval traire, 		
1325|1326	tant que il atainst les chevaliers |que il sievoit. 	tant quil attaint le cheualiee 	1075
1327	Et cil lor i escrie si haut 	si luy escrie si hault 	1076
1328	que bien porent oîr, 	que bien le peult ouir 	1077
1329|1330	et maintenant li vient acorant li uns d’eus, l’escu al col, le lance el poing, |et fu armés de totes armes. 	maintenant luy uient a lencontre lun de lautre lescu au col la lance au poing armes de toutes pieces/ 	1078
1331|1332	Et Lancelos le fiert |si que pour le hauberc ne remaint 	et lancelot le fiert si durement 	1079
1333|1334	qu’il ne li met par mi le cors le fer del glaive |si l’empaint bien com cil 	quil luy met le fer du glaiue parmy le coprs 	1080
1335	qui assés ot et cuer et force: 		
1336	si le porte del cheval a terre 	si le porte a terre/ 	1081
1337	et retrait son glaive a lui; 		
1338	si voit I. autre venir tot appareillié de joster	et uoit ung aultre uenir tout prest de iouster 	1082
1339	et il nel refuse pas, 	et il ne le reffuse pas/ 	1083
1340	ains li torne le chief del cheval, 		
1341	et cil 	et celuy 	1084
1342	qui vint acorant li done tel cop en l’escu 	qui uient accourant luy donne tel coup sur son escu 	1085
1343	que tote sa lance vole en pieces.	que sa lance uolle en pieces. 	1086
1344	Et Lancelos, 		
1345	qui un poi porta sa lance bas. l'ataint par desus l’arcon de la sele, 	et lancelot porte la sienne ung pou plus bas|si la actaint 	1087|1088
1346	si le fiert si	et le fiert si durement 	1089
1347	que les mailes del hauberc ne pueent soffrir le grant cop 	que les mailles du haubers ne peurent le coup souffrir 	1090
1348|1349	que li glaives ne li voist par mi le cors |si que li fers pert d’autre part; 	que le glaiue ne lui uoit parmi le corps 	1091
1350|1351	si l’empainst si durement |qu’il le porte a terre et lui et le cheval. 	si quil porte luy et le cheual a terre. 	1092
1352	Et lors dient cil 	Et lors dient ceulx	1093
1353	qui devant s’en aloient 	qui deuant sen alloient 	1094
1354	que molt joste bien li chevaliers, 	que monlt iouste bien le cheualier.	1095
1355|1356	quant. Il. de lor meillors compaignons a ensi abatus. |Et Lancelos laisse corre a els tos 	Quant lancelot eust rompu sa lance il mest la maina lespee et lesse courre uers les aultres 	1096
1357	qui encore estoient nuef; 	qui estoient uingt.	1097
1358|1359	si ot l’espee traite, |por ce 	si leur despiece escus 	1098
1360	que ses glaives estoit brisiés al chevalier		
1361	qu’il ot derrainement abatu ; 		
1362|1363	si lor detrenche lor escus|et lor depiece lor hialmes 	et detrenche leurs heaulmes/ 	1099
1364|1365	et lor ront les haubers sor les bras et sor les espaules; |si fet tant par sa proesce 	et fist tant par sa proesse 	1100
1366	que tuit cil 	que tous ceulx 	1101
1367|1368	qui le voient |s’en merveillent. 	qni le uoient en sont esmerueillies. 	1102
1369	Et la ou il voit le chevalier as armes vermeilles, 	Et la ou il uoit le cheualier aux armes uermeilles 	1103
1370|1371	si nel mesconoist pas, |ains li adresce par mi els tos 	si luy adreche son cheual parmy tous eulx/ 	1104
1372|1373	et li done si grant cop par mi le hialme |que cil est si estordis 	et luy donne tel coup sus le heaulme 	1105
1374	qu’il ne se puet es arçons tenir, 	quil ne se peult tenir aux archons/ 	1106
1375	ains vole a terre. 	mes uolle a terre	1107
1376	Et Lancelos li va par desus le cors a cheval 	et lancelot luy ua denner si grant coup sus le col tant 	1108
1377	tant que cil pert la vertu et la force tote. 	quil pert sa forche et sa uertu/ 	1109
1378|1379	Et|lors sont li autre molt esmaié, 	Lors sont les aultres bien esmayes 	1110
1380	kar bien cuident 	car il cuident 	1111
1381|1382	que cil soit mors |qui lor sires estoit; 	que leur maistre soit mort. 	1112
1383	si se metent en paine del vengier 	Si se mettent en paine de le uenger 	1113
1384	et corent sus a Lancelot tuit ensamble. 	et courent sus a lancelot/ 	1114
1385	Mais il nel truevent pas si esbahi 	mes ilz ne le treuuent pas esbahy 	1115
1386	qu’il ne soit tos pres de soi deffendre; 	mes est prest de se deffendre 	1116
1387	si lor abandone son escu 	si leur habandonne son escu/ 	1117
1388|1389	et tient l’espee |dont il lor done grans cops par la 	et il ne a censuict cheualier a coup 	1118
1390	ou il les ataint, 		
1391|1392	ne onques |por pooir	quil ne luy face lespee sentir iusques en la char 	1119
1393|1394	qu’il aient ne li porent tolir terre, |ains se met par mi els maintes fois, 	ou 	1120
1395|1396	quel gré |qu’il en aient.	quil ne le porte du cheual a terre. 	1121
1397	Et de tant li avient il bien 	Et les a si bien attournes 	1122
1398	qu’il n’aconsieut chevalier a droit cop 		
1399|1400	qu’il ne face |s’espee sentir en char nue 	quil en y a cinq gisans sur terre 	1123
1401	ou il nel port del cheval a terre: 		
1402|1403	si lor esrache les escus des cols et les hialmes des testes |et lor decoupe poins et bras a 	tellement 	1124
1404	et se hurte en els de cors et de cheval »; 		
1405	si en a V. si atornés 		
1406	qu’il gisent a terre si conreé 		
1407	qu’il n’ont pooir de relever. 	quilz ne se peuent releuer. 	1125
1408	Quant li autre voient ce, 	Et quant les aultres uoient 	1126
1409|1410	si lor est avis |que, 	que leurs compaignons sont	1127
1411|1412	s’il i demorent plus, il n’em pueent eschaper sans morir |et por ce s’enfuient al plus tost 	ainsy traicties ilz sen fuyent au plus tost 	1128
1413	qu’il pueent vers la forest 	quil peuent uers la forest la 	1129
1414	ou il la voient plus espesse. 	ou il la uirent plus espesse/	1130
1415	Et Lancelos ne les sieut mie granment, 	et lancelot ne les poursuyuist pas 	1131
1416	ains retorne al chevalier 	ains retourne au cheualier	1132
1417	qu’il ot abatu, celui as armes vermeilles, 	qui portoit les armes uermeilles/ 	1133
1418	kar il voldra savoir 	car il ueult scauoir 	1134
1419	qui il est.	qui il est/ 	1135
1420|1421	Et quant il i est venus, |si trueve l’escuier 	et quant il est uenu il treuue lescuyer	1136
1422|1423	que il queroit, |que on avoit mis sor I. roncin, les mains liies triés le dos, 	quil queroit monte sus ung rouchin les mains liees derriere le dos. 	1137
1424|1425	et vient a lui, |si le deslie. 	sy uint a lui et le deslie/ et	1138
1426	Et quant il se sent delivrés, 	quant il est deliure 	1139
1427|1428	si li chiet as piés et le mercie de Dieu ; |et Lancelos descent, 	si le mercie menlt et lance. descent a terre 	1140
1429|1430	si li baille son cheval a garder. |puis vet al chevalier 	et luy baille son cheual a garder/ puys sen ua au cheualier 	1141
1431	qui ja s’estoit relevés en son seant, si estordis 	qui ia estoit redrechie en son seant/ |si estourdy 	1142|1143
1432	qu’il ne veoit gote. 	quil ne uoit goutte. 	1144
1433	Et Lancelos li esrache le hialme de la teste si felenessement 	et lancelot luy arrache le heaulme de la teste si fellennessement 	1145
1434|1435	que cil flatist à terre des paumes et de tot le viaire; |si saine del nes et del front trop durement. 	que celui flatist a terre des pausmes et des genoulx et lui dit 	1146
1436	Et Lancelos dist 		
1437	qu’il l’ocirra, 	quil le occira 	1147
1438	s’i ne se tient por outré;	sil ne se rent 	1148
1439	et cil est si esmaiés 	Et celui est si esuanouy 	1149
1440|1441	a |qu’il ne li puet respondre, 	qu il ne lui peut respondre mot 	1150
1442|1443	ains gist pasmés adens |Et Lancelos le redrece,	ains gist tout pasme Lancelot le redrece 	1151
1444	si le trueve si ensanglenté 	si le treuue si senglant 	1152
1445	qu’il cuide bien 	que bien cuide 	1153
1446	que il soit mors, 	quil soit mort. 	1154
1447	et lors se repent de ce 	Lors se repent de ce 	1155
1448	que tant li avoit fet mal; 	que il lui a tant meffait.	1156
1449	si s’asiet les lui 	Si se rassiet emprez lui 	1157
1450	por veoir	pour ueoir 	1158
1451|1452	que il fera. |Et ja se relevoient troi de cels	quil fera. et ia se releuoient trois de ceulx 	1159
1453	qui a terre avoient geu, 	qui estoient a terre	1160
1454	et Lancelos lor laisse core	et lors leur court sus lanceloi 	1161
1455	et dit 	et leur dit 	1162
1456	que mort sont	que mors sont 	1163
		se ilz ne se rendent 	1164
		Et ceulx 	1165
		qui ont grant paour 	1166
		quil ne les occie lui rendrient leurs espees en disant 	1167
		quilz sont prestz de faire sa uoulente.	1168
