1656|1657	si estordis qu’il ne se puet es arçons tenir|ains vole a terre	si grant coup sus le col tant quil pert sa forche	1066
1658	Et Lancelos li va par desus le cors a cheval		
1659	tant que cil pert la vertu		
1660|1661	et la force tote|Et lors sont li autre molt esmaié	et sa uertu Lors sont les aultres bien esmayes	1067
1662	kar bien cuident	car il cuident	1068
1663|1664	que cil soit mors|qui lor sires estoit;	que leur maistre soit mort	1069
1665	si se metent en paine del vengier	Si se mettent en paine de le uenger	1070
1666|1667	et corent sus a Lancelot tuit ensamble|Mais il nel truevent pas	et courent sus a lancelot mes ilz ne le treuuent pas esbahy mes est prest de se deffendre	1071
1668	si esbahi qu’il ne soit tos pres de soi deffendre;		
1669|1670	si lor abandone son escu|et tient l’espee	si leur habandonne son escu	1072
1671	dont il lor done grans cops par la ou il les ataint		
1672	ne onques por pooir qu’il aient ne li porent tolir terre		
1673	ains se met par mi els maintes fois		
1674|1675	quel gré qu’il en aient|Et de tant li avient il bien qu’il n’aconsieut chevalier a droit cop qu’il ne face s’espee sentir en char nue ou il nel port del cheval a terre:	et il ne a censuict cheualier a coup quil ne luy face lespee sentir iusques en la char ou quil ne le porte du cheual a terre	1073
1676	si lor esrache les escus des cols		
1677	et les hialmes des testes		
1678	et lor decoupe poins		
1679	et bras a	Et les a	1074
1680	et se hurte en els de cors		
1681	et de cheval ;		
1682	si en a V		
1683|1684	si atornés qu’il gisent a terre|si conreé qu’il n’ont pooir de relever	si bien attournes quil en y a cinq gisans sur terre tellement quilz ne se peuent releuer	1075
1685|1686	Quant li autre voient ce|si lor est avis que	Et quant les aultres uoient	1076
1687	s’il i demorent plus		
1688|1689	il n’em pueent eschaper sans morir|et por ce s’enfuient al plus tost qu’il pueent vers la forest ou il la voient plus espesse	que leurs compaignons sont ainsy traicties ilz sen fuyent au plus tost quil peuent uers la forest la ou il la uirent plus espesse	1077
1690|1691	Et Lancelos ne les sieut mie granment|ains retorne al chevalier qu’il ot abatu	et lancelot ne les poursuyuist pas ains retourne au cheualier	1078
1692	celui as armes vermeilles	qui portoit les armes uermeilles	1079
1693	kar il voldra savoir	car il ueult scauoir	1080
1694	qui il est	qui il est	1081
1695|1696	Et quant il i est venus|si trueve l’escuier	et quant il est uenu il treuue lescuyer quil queroit monte sus ung rouchin les mains liees derriere le dos	1082
1697|1698	que il queroit|que on avoit mis sor I	sy uint a lui	1083
1699	roncin		
1700	les mains liies triés le dos		
1701|1702	et vient a lui|si le deslie	et le deslie	1084
1703	Et quant il se sent delivrés	et quant il est deliure	1085
1704	si li chiet as piés	si le mercie menlt	1086
1705	et le mercie de Dieu ;	et lance	1087
1706	et Lancelos descent	descent a terre	1088
1707|1708	si li baille son cheval a garder|puis vet al chevalier	et luy baille son cheual a garder puys sen ua au cheualier	1089
1709	qui ja s’estoit relevés en son seant	qui ia estoit redrechie en son seant	1090
1710	si estordis qu’il ne veoit gote	si estourdy quil ne uoit goutte	1091
1711	Et Lancelos li esrache le hialme de la teste	et lancelot luy arrache le heaulme de la teste	1092
1712	si felenessement	si fellennessement	1093
1713	que cil flatist à terre des paumes	que celui flatist a terre des pausmes	1094
1714	et de tot le viaire;		
1715|1716	si saine del nes|et del front trop durement	et des genoulx	1095
1717|1718	Et Lancelos dist qu’il l’ocirra|s’i ne se tient por outré;	et lui dit quil le occira sil ne se rent	1096
1719	et cil est	Et celui est	1097
1720|1721	si esmaiés a qu’il ne li puet respondre|ains gist pasmés adens	si esuanouy qu il ne lui peut respondre mot ains gist tout pasme Lancelot le redrece	1098
1722	Et Lancelos le redrece		
1723	si le trueve	si le treuue	1099
		si senglant	1100
1724|1725	si ensanglenté qu’il cuide bien|que il soit mors	que bien cuide quil soit mort	1101
1726	et lors se repent de ce	Lors se repent de ce	1102
1727	que tant li avoit fet mal;	que il lui a tant meffait	1103
1728	si s’asiet les lui por veoir	Si se rassiet emprez lui	1104
1729	que il fera	pour ueoir quil fera	1105
1730	Et ja se relevoient troi de cels	et ia se releuoient trois de ceulx	1106
1731	qui a terre avoient geu	qui estoient a terre	1107
1732	et Lancelos lor laisse core	et lors leur court sus lanceloi	1108
1733	et dit	et leur dit	1109
1734	que mort sont	que mors sont se ilz ne se rendent|Et ceulx	1110|1111
		qui ont grant paour quil ne les occie lui rendrient leurs espees en disant quilz sont prestz de faire sa uoulente	1112
