	micha-ii-48	fr751-ii-48	sommer--ii-48	fr111-ii-48	inc-ii-48	lanzarote-ii-48	lancellotto-ii-48
997|998	et je aim tos cels |qui en tel mestier usent lor vie, 	et ie ain tous seus |qui en tel maniere ussent lor uie. 	et iaim tous chiaus |qui en tel maniere usent lor vie. 	et iayme tous ceulx |qui en tel mestier leur uie usaent.	et iayme tous ceulx |qui en telle maniere usent leur uie: 	vosme semejades Cauallero andante 	e io amo tutti quelli |che in tale maniera usano lor vita, 
999|1000|1001	kar je meismes sui chevaliers errans |et por ce vos vueil je proier |que vos herbergiés anuit mes o moi; 	Et ie meismes sui cheualiers errans |Si uos uoroie prier. |que uos herberresiez hui |mais auec moi ennuit. 	Car iou meismes sui cheualiers errans. |et pour chou vous voeil iou proier |que vous vous herbergies hui |mais auec moi. 	Car ie mesmes suys cheualier errant. |et pour ce uous uoudroye ie prier |que uous herbregez |mais huy auec moy. 	car moy mesmes suis cheualier errant. |Et pour ce quil est temps de se hebergier uous censeille ie 	e porque ya fue tiempo que yo mesmo fui cauallero andante Ruego vos |que esta noche aluerguedes Conmigo 	ch’io medesimo sono cavaliere errante; |e i' vo vorrei pregare |che voi albergaste stanotte con esso meco, 
1002	kar se vos passés avant de ci, vos ne troverois se forest non, si salvages 	Car ce uos passez de ci uos ne trouerois ce fores non si sauuages: 	Car se vous vous partes de ci vous ne trouueres hui|mais se fores non saluages. 	car se uous passez plus auant uous ne trouuerez mais huy |que fourests si sauuages		Ca si de aqui partides non fallaredes sino floresta muy yerma 	ché se voi passate di qui vo' non troverete oggimai se non foresta si salvatica 
1003	que vos i porrois tost desvoier. 	que uos i porrois moutost desuoier. 	si que vous y porrois bien foruoier.	que uous y porez tost desuoyer. 		e saluaje |que no fallaredes do aluergar esta noche 	che vo potrete molto tosto disviare; 
1004|1005|1006	Et il est bien tens de herbergier, |ce veés vos bien : |por ce vos lo 	et il est bien tans de herbreger. ce ueez uus. |Por ce uos loie 	Et il est pres del uespre |si vous lo |que vous remaignies	et il est bien temps de herbreger comme uous uoyez par ce uous loue ie |que uous demourez.	que uous demour⟦e⟧z/ 	e poresto vosloaria |Que finquedes aqui esta noche 	ed egli è bene tempo d’albergare, ciò vedete voi bene: |perciò vo lodo in buona fé 
1007|1008|1009	que vos remanois et vos avrois ostel bel |et buen tot a vostre voloir. — |Bials sire, fet Lancelos, 	que uus remenois |et uos aurois ostel et bel et bon au ren chois Biax sire fait lanc̃ des	et vous el aurois ostel tout a uostre uolente. |iau sire fait lancelot 	et uous aurez houstel bel et bon tout a uostre uouloir. Beau sire fait lancelot 	et uous aurez hostel tout a uostre uoulente. Beau sire fait lancelot ie demoureray 	e abredes muy buena Posada a toda vuestra voluntad |buen señor dixo Lançarote 	che voi rimagniate, e voi ci areste ostello buono e bello e tutto a vostro volere. |— Bel sire, disse Lancellotto, 
1010|1011|1012|1013|1014	puis qu’il vos plest, je remaindrai |et por vostre proiere et|por ce que vos dites |que vos estes chevaliers errans. a,|Lors descent et vaslés saillent des autres paveillons, 	que il uos plait ie remendrai |por uostre proiere |et por ce|que uos me dites |que uos estes cheualiers errans |com ie sui Ices descent lancel. |et uarles saillent des autres pauillons. 	puis que il vous plaist iou remandrai. |Lors descentas Dde son cheual |Et uallet saillent des autres paueillons. 	puis quil uous plaist ie demourray. |et pour uostre priere. |et aussi par ce que uous dictes |que uous estes cheualier errant |Lors descent. |et uarletz saillent des autres paurillons 	puis quil uous plaist.|et que uous dictes que uous estes cheualier errant. |Lors descent de son cheual/ |et uarletz saillent des autres paueillens 	yo fincare |pues vos plaz Porvuestro Amor Pues dezides |Que fuistes cauallero Andante |e luego salieron delas tiendas escuderos |Quelo desarmaron 	e io rimarrò per vostro amore e per ciò |che vo' siete cavaliere erante |come vo' dite». soAllor discende Lancellotto |e' valletti salgono dell’altro padiglione, 
1015	si le desarment et li aportent I. mantel de samit legier a afubler por le chaut	si le desarment|et li portent un mantel de samis uermeil legier por le chaut	si le desarment demaintenant. |puis li aportent vn mantel de samit por affubler. 	si le desarment|et luy apportent ung legier mantel de samit a affubler pour le chaut 	si le desarment et lui apportent ung manteau de samit |pour affubler pour le chault 	e desque fue desarmado Truxeronle vn manto de xamete |para cubrir Porla calor 	si 'l disarmarono |e gli aportarono uno mantello di sciamito per afibiare, per lo caldo 
1016|1017|1018|1019|1020|1021|1022|1023|1024|1025|1026|1027	qui grans estoit ; |si le mainent el grant paveillon avec l’autre chevalier. |Et lors parlerent ensamble |et s’entracointierent |et demanda li uns a l’autre de son estre ». Li chevaliers enquiert a Lancelot |dont il vient |et ou il vet |et quele aventure le maine si sol,|et il li conte une partie de son estre |et autre l’en çoile e; |et totes voies li dist |que en la cort al roi Baudemagu voldroit estre por soi deffendre vers un chevalier 	qui grans estoit |si le mainnent el grant pauillon entre lui et le cheualier. |et lors parolent ensanble entre lui et ses grans cheualiers. et lanc̃. |et satracointent. |et demande li uns a lautre de son estre. |Si demande li cheualiers don il uient |et don il ua.|et quel auanture le mainne si seul. |et il li conte une partie de son estre |et une partie len soile. |et totesuoie li dit |que a la cort bademagu: uodroit estre. |por soi desfandre uers un cheualier. 	et lors sen uont el grant paueillon entre lui et le cheualier. |et cil li demande|ou il aloit. |Et lancelot li dist |quil volroit estre a la cort le roy baudemagu |pour combatre a. j. cheualier 	qui estoit grant. |si le mainent ou grant paueillon luy et le cheualier. |lors parlent ensembles ce sentracointent |et demandent lun et lautre de son estre. |Si enquiert le cheualier a lancelot |dont il uient |et ou il uait. |et quelle auanture le mainne seul et il luy en compte une partie |et luy en cele l autre.|Et touteuoyes dist il |qu en la court du roy bandemagu uoudroit il estre pour soy deffendre uers ung cheualier 	qui grant estoit. |Si le mainent au grant paueillon. lui et le cheualier sentreacointerent |et demanda lun a lautre |dont ilz estoient: |et quelle auanture le menoit si seul. |Et il lui compte de son estre une partie |et lautre lui en celle: |et toutesfois dit il |que en la court du roy bademagus uouldroit il estre pour ung cheualier 	que façia grande e entonçe se entraron el cauallero e lançarote enla tienda |e asentaronse e començaron a fablar envno |e el cauallero le pregunto |e dixo señor |que auentura os lleba asi solo e lançarote le conto toda su façienda |enpero todavia le dixo |que yua ala corte del Rey bandemagus |aque dixo el cauallero ame defender devn cauallero dixo lançarote 	che grande era, |si se ne vanno nel grande padiglione intra lui e l cavaliere; |allor parlarono insieme |e si tracomandarono al domandare l’uno a l’altro di suo essere, |si inchiede il cavaliere a Lancellotto |donde e viene e dove e' va, |e quale aventura il mena si solo, |ed e' gli conta una partita di suo essere e una partita ne li |cela;e tutvorebbe essere per sé difendere verso d’uno cavaliere 
1028	qui l’a apelé de traïson. 	qui apelela de traison. EN ce 	qui lauait apele de traison. 	qui la apelle de traison 	qui lauoit appelle de trayson. 	que me Recto de traiçion |e ellos 	che apellato l’à di tradigione nella corte del re Artù. 
1029|1030	En ce qu’il parloient ensi, orent li escuier mise la table, |si vont laver; 	quil parloient ensamble. |si ont li escuier misses les tables. |Si ont laue. 	Et en chou |quil a parloient ensi orent li escuier mises lez tables. |si vont lauer 	Ainsi quilz parloient mistrent les escuiers la table |si uont lauer.	Et ainsi qu ilz parloient len mist les tables. ilz lauent leurs mains 	asi fablando entro vn escudero |e puso la mesa |e asentose el cauallero a comer 	Seln ciò che parlavano insi, ebbono i valletti messe le tavole: |si si lavarono lor mani
1031|1032|1033	si s’asiet Lancelos et li chevaliers et une damoisele |qui molt ert bele |et estoit amie al seignor de laiens; 	Si ont assis lanc̃. et le cheualier et une damoisele |qui mout estoit bele. et estoit amie au signor de Laiens. 	si sassistrent li cheualier au mangier |Et vne damoisele qui moult estoit bele |qui estoit amie au cheualier de laiens. 	puis sassiet lancelot et le cheualier. et une damoisele |qui moult estoit belle |et estoit amyx au seigneur de leaus. 	et puis se assient le cheualier et lancelot: |et une damoiselle moult belle/ |laquelle estoit amie au cheualier de leans. 	e lançarote e vna donzella muy fermosa |que hera amiga del cauallero mas la donçella 	e s’asederono al mangiare intra l cavaliere e Lancellotto e una damigella|che molto fu bella e avenante e fresca, |si era amica del signor di là entro, 
1034	si mengierent tuit troi ensamble. mes cele 	Si mengerent cui troi ensenble mais cele 	si mangerent tout. iij. ensamble 	si mangerent tous troys ensemble. |Mais celle 	Si mengerent tous trois ensemble: |mais celle 	en quanto vido a lançarote 	si era ella molto gentile femina. i mangiarono tutti e tre insieme e quella, 
1035|1036|1037|1038	qui Lancelot esgarde ne se puet saoler de lui veoir, |Kar tant li samble bials |qu’ele ne prisa onques mes bialté d’ome envers cesti : |si l’esgarde si viselment 	qui lanc̃ esgarde ne se puet saouler de lui esgarder. |Car tant li sanble biax: |que ele ne prisa onques mais biaute a ome enuers la soie nule rieu. |Si le regarde si uiseument 	mais moult regarde la damoisele lancelot. |et ne se puet de lui regarder saouler. |Si ne prisa onques mais la biaute domme vers la soie. |Si le regarde si ententieument 	qui regarde lancelot ne se puet saouler de le ueoir. |Car tant luy sembla beau |que oncquez ne pasa beaute domme enuers ceste |si le regarda si auiseement 	qui lancelot regarde laisse le boire et le mengier pour la grant beaute |que elle uoit en lui/ 	ansi lo cataua |que no se hartaua delo ver |enque lo via tan fermoso |e no cuidaua |que tan fermoso ome pudiese auer enel mundo |e asi lo estaua catando 	che Lancellotto riguardava tutto adesso, non si può satollare di lui vedere, |ché tanto le sembia a essere bello |ch’ella non pregia unque biltà d’uomo inverso costui: isi-llo sguarda |si visibilmente 
1039	que tot en laisse le mengier n’a autre chose n’entent. fors a lui remirer. 	que tout en laisse le mengier. |Na autre chose nentant fors a lui remirer. 	que tout en laisse le boire et le mangier. si|que a autre chose nentent. fors ca lui remirer. 	que tout en laisse le manger. 	si que a autre chose ne entent. 	que no podia comer 	che tutto ne lascia suo mangiare, |né ad altra cosa non ne intende fôrse a llui riguardare. i tentivamente il riguardava 
1040	Si ont li escuier osté le premier mes de sor la table c’onques la damoisele n’en tasta, 	Si ont li escuier oste le premier mes desus la table|que onques la damoisele nen tata. 	Si ont li escuier oste le premier mes. |mais onques la damoisele nen gousta. 	si ont les escuiers ouste le premier mies de dessus la table |que oncques la damoisele nen tasta. 	si ont les escuiers oste le premier mes |que encques la damoiselle nen tasta ains pensa a lancelot: 	que auia el escudero tirado el primero manjar dela mesa |e ella no auia metido vocado enla voca e la donçella 	che gli scudieri ebbono levata la prima imbandigione |ch’unque la damigella no ne saggiò, ché d’altra vivanda avea presa a mangiare 
							dond’ella non si satollerà mica leggermente, ciò l’è aviso, 
1041|1042	ains pensa totes voies.|Et en cel pensé li descent el cuer une si grant amor	ains pance totesuoies . |et en se panser li dessent une si tresgrant amor 	Ains pensa toutes voies a la grant biaute lancelot. |Et en celui pense li descendoit au cuer vne si grant amor : 	ains peust tousiours. |et ce penser luy descent ou cuer 	et en celle pensee lui descendoit une telle amour au cueur 	asi lo catando començo a pensar tan fieramente |que no hera sino marauilla |e ella ansi pensando |cayo vn amor ensu corazon 	si farà s’ella unque potrà. |Slnsi pensa la damigella tuttavia, |e n quel pensieri le si ferma nel cuore uno sì grande amore 
1043|1044	qu’ele aime Lancelot outre ce |que feme n’ama mes home; 	que ele aimme lautͣ. outre ce |que fame nemma mais home. 	que elle ama lancelot outre chou |que femme nama onkes si homme. 	tant quelle arme lancelot plus que femme nama iamais home 	que elle ayma lancelot oultre |que femme ne ayma oncques homme. 	quelo començo ansi a amar a lançarote |que mas muger podia a ome amar 	ch’ella ama Lancellotto oltre ciò |che femina non amò mai 
1045	si li est avis 	Si li est bien auis	Si li est auis 	si luy est bien aduis 	Si lui est auiz 	e deçia entresi mesma 	uomo.i-ll’è aviso |che se Dio, 
1046|1047	que s’il l’amoit |qu'ele seroit beneuree. 	que ce il lenmoit |que ele seroit bone euree. 	que sil lamoit |que elle seroit bone euree. 	que selle lamoit elle seroit bieneuree. 	que sil laymoit |quelle seroit trop eureuse.	que si la el quisiese amar |que se ternia 	che n’à forza, le consentisse |ch’elli l’amasse, |ch’ella sarebbe in buon'or nata. 
1048|1049|1050|1051	Mais ci endroit n’em parole plus li contes, |kar ça avant le devisera |et comment ele l’ama merveillosement |et comment ele le proia et la merveille 	mais ci endroit nen parole plus li contes. |Mais sa auant en la deuine page le uos deuisera il bien. |et coment ele lenma meruilleusement et coment ele le |proia.et la merueille 	Mais chi endroit nen parole plus li contes. |mais cha auant vous deuisera comment elle lama merueilleusement. |Et comment elle li pria. et la meruelle 	Mais cy cy endroit |pour deuiser une auanture |qui leur aduint ou paueillon endroit nen parle plus le comte |car apres le uous deuisera bien |comment elle lama merueilleusement |et comment elle le pria et la merueille 	Mais cy endroit plus nen parle le compte |car cy aprez le uous deuisera |et comment elle layma merueilleusement. 	porla mas bien auenturada muger del mundo |mas de como ella amo muy afincadamente a lançarote |e delas cosas 	Ma qui indiritto non parla più il conto, |ché qua avanti vo diviserà |com’ella l’amò maravigliosamente e com’ella ne 'l pregò |e richiese d’amore, |e le maraviglie 
1052|1053	que ses amis en fist, |quant il sot 	que ses amis en fist |quant il sot 	que sez amis en fist. |quant il sot 	que son amy en fist |quant il scet 	et comment elle mourut pource	que su amigo fiço |quando sopo 	che suo amico ne fece |quand’e' seppe 
1054	qu’ele l’amoit, 	que ele lemmoit. 	que elle lama. 	quelle lamoit. 	quil la refusa 	que ella tan desmesuradamjente lo amaua 	ch’ella l’amava, 
1055|1056	et comment cele morut|por ce 	et coument ele morust porce 	Et comment elle morut por chou 	et comment cy endroit pour deuiser une aunture 	Comment lancelot rescouist le frere du cheualier 	e de como ella murio |quando supo 	e come elli la rifiutò e com’ella ne mori. 
1057	qu’il la refusa, tot ce vos trespassera li contes ci endroit por deviser une aventure 	que il la refasa. Tout ce nos trespasera li contes ci endroit. |por deuiser une auanture 	quil le refusa, |out ce vous trespassera li contes chi endroit 		qui lauoit logie. 	que lançarote no la queria amar |todo lo dexa aqui el Cuento de contar 	Tutto vo trapassa ora il conto qui indiritto per divisare una aventura 
						Por contar vna auentura 	
			pour deuiser vne autre auenture 				
1058|1059|1060	qu’il lor avint el paveillon |ou il estoient. |Ci dist li contes 	qui lor auint el pauillon. |OR dit li contes 	qui lor auint el pauellon ensi com vous orres. |ANsi entendi la damoisele a regarder lancelot|que onques ne manga 	qui leur aduint ou paueillon elle mourut par ce |quil la refusa. Tout ce uous trepassera le conte Cy dit listoire 	Et comment il se deffendist centre argondes. |et puis alla a la douloureuse tour faire enterrer le corps de galle .iiii.xx.xu. LE compte dit 	que les auino enla tienda |do estauan comiendo Dize el cuento que ellos estando comiendo 	che loro avenne nel padiglione |ove egli erano. |Or dice il conto 
1061|1062	que, quant il orent le secont mes eu, es vos un chevalier armé d’unes armes vermeilles |qui vint corant par devant le paveillon o grant compaignie de chevaliers. 	que quant il orrent le secont mes eu. E uous un cheualier arme a unes armes uermeilles. |et uuit acorant par deuant le pauillon o grant compangnie de cheualiers. 	Et tant que on dut seruir du secont mes : |Et quant il orent le secont mes es vous. j. cheualier arme dunes armes uermeilles |qui vint corant par deuant le paueillon 	qui quant ilz eurent le segond mes ung cheualier arme dunes armes uermeilles uint courant deuant le paueillen o grant compaignie de cheualiers. 	que quant ilz eurent eu le second mes uecy ung cheualier arme de armes uermeilles courant par deuant le paueillon a grant compaignie de cheualiers 	asi como vos digo he aqui |por do viene |por antela tienda vn cauallero convnas armas vermejas 	che quando elli ebbono la seconda messa avuta, |ed e' vidono uno cavaliere armato d’un’arme vermiglie |che davanti lor venne nel padiglione; 
1063|1064	Et cil as armes vermeilles |qui devant venoit entre el paveillon a et voit. I. escuier 	et ciz as armes uermeilles |qui deuant uenoit: entra el pauillon. |et uoit un escuier 	et vit el paueillon. j. escuier 	Et cil es armes uermeilles |qui uenoit deuant entre ou paueillon |et uoit ung escuier 	et il entra au paueillon |et uist ung escuier 	con gran conpaña de caualleros e el Cauallero delas armas vermejas |que delante venia entro enla tienda |e vio vn escudero 	e là ove vide uno scudieri 
1065	qui servoit a la table, 	qui seruoit a la table. 	qui seruoit a la table 	qui seruoit a la table 	qui seruoit a la table 	que seruia antela mesa 	che serviva alla tavola 
1066|1067	si estoit freres al chevalier de laiens. |Et il cort maintenant cele part, 	et estoit freres au cheualier de laiens. |et il cort maintenant cele part	qui estoit freres au cheualier de laiens. |Et il cort mainte nant 	qui estoit frere au cheualier de leans si court maintenant celle part 	qui estoit frere au cheualier de leans. Il le prent par les espaulles 	e el cauallero |enque lo vido fue contra el 	ed era fratello del cavaliere di là entro, |ed e' corre in quelle parti, 
1068|1069	si le prent par les espaules |et le lieve devant lui sor l’arçon de la sele, si s’en torne a tot. 	et le prant as espaules |et le trait deuant lui sor larson de sa cele. |Si sen torne atant 	si le prent par les espaulles |et le met par deuant lui sor le col de son cheual. |si sen torne a tout. 	et le prent par les espaules |et le lieue deuant luy sur larcon de la sele. |si sen tourne atant. 	et le met deuant lui es arcons de sa selle |si sen ua atout. 	e tomolo porlos braços |e pusolo antesi sobre el cuello del cauallo |e salio conel dela tienda 	si prende lo scudieri per le spalle e lieva davanti lui sopra l’arcione della sella, 
							si se ne va con tutto lui broccando. 
				Et			
1070	Et quant cil del paveillon voit ce. si crie a Lancelot: « 	et quant cil del pauillon uoit ce: 	Et quant li cheualiers del paueillon vit chou 	quant cil du paueillon uoit ce |si crie a lancelot. 	Et quant celui du paueillon uoit ce |si crie a lancelot. 	e el cauallero |quelo vio ansi lleuar començo a dar vozes a lançarote 	'E quando il signor del padiglione vide ciò, |si isgrida a Lancellotto: 
1071	Ha, bials sire, je sui mors, se cil enporte ensi mon frere, 	Si crie a lanc̾. a biax sire ie sui mors ce ciz en porte mon frere. 	si crie a lancelot. Sire iou sui mors sil emporte ensi mon frere. 	Haa beau sire ie suys mort |sil emporte ainsi mon frere 	Haa sire ie suis mort |se celui emporte mon frere/ 	ay señor muerto so si asi me lleba a aquel escudero mi hermano 	Al, bel sire, io son morto |se que' ne porta insi mio fratello, 
1072|1073	kar il l’ocirra, |s’il n’est secors: 	Car il locirra ia. |ce i nest cecorus. 	quar il locirra |sil nest secorus 	Car il loccira|sil nest secouru. 	car il loccira |sil nest secouru 	Ca lo matara |si lo no acorredes 	ché l’uccidrà se nonn-è soccorsol 
1074	si vos pri por Dieu 	Si uous pri por dieu 	Si vous pri pour dieu 	si uous pry pour dieu 	Si uous prie pour dieu 	e porende vos Ruego por dios 	Si vo priego, per Dio, 
1075|1076	que vos i metés paine. » |Et Lancelos saut de la table 	que uos metes painne en lui rauoir. |Et lanc̃ saut de la table 	que vous metes paine en lui rescorre. |Lors saut maintenant lancelot doutre la table. 	que uous mectez et ung escuier uient a luy |si luy dist. 	que uous mettez paine a le secourir |Et lancelot sault hors de la table 	que me ayudedes alo cobrar e lançarote salio luego dela mesa 	che vo' vi mettiate pena in lui riscuotere». |E Lancellotto salta tutto immantanente della tavola 
1077|1078	et demande ses armes, |et I. escuiers vint avant,	et demande ses armes.|et uns escuiers saut auaut 	si demande ses armes |Et vns escuiers vint a lui. 	Certes fait il. uoz armes |et demourra 	et demande ses armes, |et ung escuier uint a lui 	e pidio sus armas a vn su escudero 	e domanda sue armi, |e uno scudiere viene avanti 
1079|1080|1081|1082	si li dist : « |Par foi, sire, vos armes et vostre cheval enmainent il ! — Voire, fet il. par mon chief, ja|por ce ne remaindra |que je nes sieve.» 	si li dist. |Par foi sire et uos armes |et uostre cheual enmainnent il. uoire fait cil: par mon chief iaporte ne remandra |que ie nes sieue. 	si li dist|Par foy sire vos armes |et vostre cheual enmainent il voire fait il : par mon chief por chou ne remandra il mie |que ams iou ne lez sieue. 	que ie ne les suyue. |Lors uient hors du paueillon. |et les peine a le rauoir 	et lui dist. |Par ma foy sire uoz armes emportent il. |Par mon chief pour ce ne ne demourra il pas|que ie ne le suiue. 	Que y estaua le dixo señor |Por buena fee el cauallero vos a hecho llebar vuestras armas e vuestro cauallo pormi cabeza dixo lançarote |ni por eso non fincara |quelo non siga 	che gli disse: «Per fé, vostre armi e vostro cavallo ne mena |elli.— Vere, diss’elli, per mio capo, già per ciò non rimarrà |ch’io nol seguiti». 
1083|1084	Lors vient fors del paveillon |et li chevaliers o lui 	Lors uient fors del pauillon et li cheualiers o lui 	Et lors sen ist hors del paueillon. et li cheualiers aueques lui. 	et lancelot sault de la table |et demande ses armes uostre cheual emmainent ilz. uoire fait il.|Par mon chief pour ce ne cheualiers o luy. 	Et lors sault hors du paueillen et le cheualier auec lui Ilz regardent ceulx 	e luego salio lançarote dela tienda 	Allor va fuori del padiglione e l cavaliere con lui, 
1085	et il esgarde cels 	et regardent cex 	et il regarde chiaus 	et il regarde ceulx 		e el cauallero conel 	ed e'risguardano quelli 
1086|1087|1088	qui s’en vont |qui ja avoient passé l’eve par J. pont de fust;|et Lancelos demande al chevalier 	qui sen uont.|qui ia auoiet passe leue par .i. poncel de fust. |et lanc̃. demande au cheualier 	qui sen vont|qui auoient passe laigue par. j. pont de fust. |Et lancelot demande au cheualier 	qui sen uont |qui auoient ia passe leaue par ung pont de fust. |Et lancelot demande au cheualier 	qui sen uont |qui auoient ia passe leaue par ung pont de fust. Lancelot demande au cheualier sil demourra. Sire fait il nenny 	e vieron yr los caualleros pasando el agua Porvna puente de madero |señor dixo lançarote al cauallero 	che se ne vanno |che già avieno passato l’acqua per un ponte di legno, |Pe Lancellotto domanda al cavaliere s’elli rimarrà, 
1089	s’il remaindra. « Sire, fet il, nenil,	ce il remaindra. Sire fait cil non. 	sil remandra Sire fait il nenil 	sil demourra. sire fait il nennil. 		fincad vos aqui no fare dixo el |mas antes yre con vos 	ed e dice: «Sire, non, anzi, vo farò compagnia tanto
1090|1091	ains vos ferai compaignie tant que nos aions trové |qui armes vos baut. » 	ains uos ferai compangnie. |tant que nos aions troue |qui armes nos baut. 	ains vous tendrai compaignie tant que vous aies troue |qui armes vous volsist baillier. 	ains uous feray compaignie |tant que nous ayons trouue |qui nous preste armes. 	ains uous feray compaignie |tant que uous aiez trouue |qui armes uous baillera. 	fasta que falledes quien vos de armas e cauallo enque sigades el cauallero 	che noi troviamo |chi armi vo 
1092|1093|1094	Lors acueillent lor voie tot a pié |et vienent au pont, |si passent outre 	Et|lors acuellent lor uoie. tout a pie. |et uienent au pont si passent outre. 	Lors acoillent lor chemin droit au pont |et passent outre. 	Lors acceillent leur uoye tout a pie |et uiennent au pont |si passerent oultre 	Lois uiennent au pent tout a pie |et passent oultre 	Luego se començaron de yr |e andubieron tanto |fastaque llegaron ala puente de madera |e pasaronla 	doni».Allora accolgono lor camino tutto a ppiè |e vengono al ponte, |si passano oltre 
1095|1096	et s’adrecent a I. tertre |par ou li chevalier s’en vont; 	et sadrescent au tertre par ou li cheualiers sen ua.	Et sadrecent a vn tertre par ou li cheualier vont. 	et sadrecent au chemin par ou les cheualiers sen uont. 	et se adrecent a ung terte par|ou les cheualiers uont. 	e fueronse contravn otero |Por do los caualleros se yuan e lançarote 	e s’adirsizlano al poggio per dove il cavaliere se ne va. 
1097	si n’ont gaires alé 	Si nont gaires ale 	Si nont gaires ale 	si nont gueres alle 	Si ne ont gaires alle 	e el cauallero fueron tanto enpos ellos 	Si non ebbono guari andato
1098	quant il encontrent I. chevalier armé d’unes armes noires 	quant il uoient .i. cheualier arme a unes armes noires. 	quant il ont encontre. j. cheualier a vnes armes noires 	que ilz encontrent ung cheualier arme dunes armes noires 	quant ilz encontrent ung cheualier arme dunes armes noires 	fastaque encontraron vn cauallero armado devnas armas negras 	quando elli incontrarono uno cavaliere a une armi nere 
1099|1100|1101	qui venoit al pont par I. chemin de travers. |Et quant il voit Lancelot, |si s’areste por ce que bien le conoissoit, 	qui uenoit au pont par .i chemin de de trauers.|et quant il uoit lanc̃ si sareste |por ce |que bien le quenoissoit. 	qui venoit au pont par. j. Chemin de trauers. |Et quant il vit lancelot|si sarreste por chou |quil le connut bien. 	qui uenoit au pont par ung chemin de trauers. |et quant il uoit lancelot |si se arreste par ce que bien le cognoissoit. 	Quant il uist lancelot il se arresta pource |qu il le congnoissoit bien 	que venia ala puente porvn sendero pequeño altrabes |e quando el vio a lançarote luego lo conoçio 	che vlenlia al ponte per uno camino di traverso. |E quand’e' vide Lancellotto, |si si arestò per ciò |che ben lo conosce, 
1102|1103	si li demande |ou il vet ensi a pié tos desammés. « 	Si li demande |ou il ua |Si a pie et ansi desarmes 	Si li demande ou il aloit ensi tout a pie et desarmes. 	si luy demande |ou il ua ainsi a pie|et tout desarme. 	et lui demanda |ou il alloit ainsi a pie tout desarme. 	e estovo quedo |fastaque llego |e dixole 	si gli domanda |ov’elli va insi a piede e tutto disarmato. 
1104|1105|1106	Qui estes vos, sire chevaliers, fet Lancelos, |qui me demandés |ou je vois ? — Je sui, fet il, I. chevaliers d’estrange païs, 	Qui estes uos fait il sire cheualiers |qui me demandes ou ie uois. Ie sui fait il de cest estrange pais. 	Qui estes vous fait lancelot |qui me demandes |ou ie vois. Iou sui fait il vns cheualiers destrange pais 	Qui estes uous fait lancelot sur cheualier. |qui me denandez ou ie uoys. Ie suys fait il ung cheualier estrange. 	Quest ce fait lancelot demandez uous|ou ie uois. Oy sire |si suis ung cheualier destrange pais 	señor do ydes asi de pie e desarmado |e quien sodes vos dixo lançarote yo so dixo el vn cauallero destraña tierra 	PeChi siete voi, disse Lancellotto, sire,|che mi domandate |ov’io vò? - l’ son, diss’elli, uno cavaliere di stran paese 
1107|1108	mais molt me merveil de ce |que je vos voi ensi aler. » 	mais mout me merueil de ce |que ainsi uos uoi aler. 	qui moult mesmerueil de chou |que iou vous voi ensi aler. 	mais moult me merueille de ce |que ie uous uoy ainsi aller. 	qui moult me merueille de uous uoir aller ainsi. 	que mucho me marauillo |porque vos veo yr asi |e apie e lançarote lo conoçio 	che molto mi maraviglio di ciò |ch’io vi veggio insì andare». 
1109	Et Lancelos li conte 	et lanc̃. li conte 	Et lancelot li conte 	et lancelot luy comte 	Et lancelot lui compte	e començole a contar 	E Lancellotto gli conta 
1110|1111|1112|1113	comment il estoit herbergiés et|comment I. chevaliers vint laiens |ou il menjoit, |qui prist a force I. vaslet 	comment il estoit ainsi herbregiez. |et coment li cheualiers enporte lescuier.	comment il estoit herbergies. et|comment li valles fu pris 	comment il estoit herberge. |et comment ung cheualier uint leans |qui print a force ung uarlet 	comment il estoit hebergie: |et comment ung cheualier uint la ou il mengoit |qui print a force ung uarlet 	como el cauallero lo aluergara e como el otro les llebo el escudero |que ala mesa seruia afuerça ençima del cauallo 	com’egli era albergato e come uno cavaliere venne là entro |ov’elli mangiavano, |e prese uno scudieri a forza davanti noi 
1114|1115	et le mist sor le col de son cheval. «|Et encore m’a il plus meffet, fet Lancelos, 	et encor ma il plus mesfait fait fait lanceloz. 		et le mist sur le coul de son cheual. |et encor ma il plus meffait. 	et le mist sur le col de son cheual. |Et encores y a il plus fait lancelot	e como le fiço llebar sus armas 	e l mise sopra l collo di suo cavallo, |e ancor m’à elli più misfatto, disse Lancellotto, 
1116|1117|1118|1119|1120	kar cil |qui avec lui vindrent enporterent mes armes |et enmenerent mon cheval. — |Quel guerredon, fet cil, |porroie je atendre de vos, 	Car cil qui auec lui uindrent enportent mes armes. |et en mainnent mon cheual. |Quel guerredon porroi ge atandre de uus 	et sez armes et ses cheuals emportees.|Quel guerredon fait cil porroie iou de vous atendre : 	Car ceulx |qui uindrent auec luy emporterent mes armes |et emmenerent mon cheual|Quel guerdon pourroye ie actendre de uous. 	car ceulx |qui auec luy sont emportent mes armes |et emmainent mon cheual/ |quel guerdon fait celuy pouroie ie auoir de uous se ie me desarmoye 	Que galardon me daredes dixo el cauallero si vos diese mis armas e mi cauallo |porçierto dixo lançarote |tal qual vos supieredes deuisar 	ché quelli |che con esso lui venono ne portano mie armi |e ne menano mio |cavallo.—E quale guiderdone potre io di voi atendere, 
