1150	car il ne mangierent anuit, 	Car il ne megierent a nuit. 	1195
1151	et li sires de laienz le dist a ses genz 	Et li sires de laienz le dit asses serganz. 	1196
1152	qui bien en firent son conmandement, 	qui bien en firent son commandement 	1197
1153	car il distrent 	Car il distrent 	1198
1154	que tout ert prest.	que tout est prest. 	1199
1155	Si fait mestre les tables 	Si fet metre la table 	1200
1156	et mengierent 	et mengerent 	1201
1157	tant com lor plost; 	tant con lor plot. 	1202
1158	puis s’alerent couchier 	puis alerent coucher. 	1203
1159	et dormirent. Au matin J. 	et dormirent iusques au matin. un poi apres prime. 	1204
1160	poi aprés prime se leverent cil de laienz 	se leuerent cil de laienz. 	1205
1161	et demanderent a la pucele 	Et demanderent a la damoisele 	1206
1162	quele aventure l’avoit ersoir amenee a tele ore, 	quele auenture lauoit hersoir amenee a tele heure. 	1207
1163	et cele lor conta 	Et cele lor conte 	1208
1164	conment il lor estoit avenu 	comment il lor estoit auenu. 	1209
1165	et conment I. chevaliers l’eust honnie, 	Et comment .i. cheualier leust honie. 	1210
1166	se ne fust Lanceloz 	se ne fust lanc̃. 	1211
1167	qui l’an garda 	qui len garda. 	1212
1168	et li dist 	Et il dient 	1213
1169	que moult li a Diex aidié selonc les aventures 	que bien li a diex aidie. selonc les auentures 	1214
1170|1171	qui avenues li sont. |Quant Lanceloz fu vestuz 	qui auenues li sont quant lanc̃. fu uestuz et apareilliez. 	1215
1172	et apparilliez, il vint en la sale 	Si uint en la sale 	1216
1173	et salua son oste et dist 	et salua son hoste.	1217
1174	que bon jor li donnast Diex. « Sire, fait Lanceloz, faites moi mes armes aporter, 	Et dist qe bon iour li donast diex. Sire fet lanc̃. fetes moi mes armes aporter. |sil uous plest 	1218|1219
1175	car je ne voil plus demorer. » 	Car ge ne ueul plus demorer ceainz. 	1220
1176	Et cil commande	Et cil commande 	1221
1177	que a l’an les aport, 	que len li aporte. 	1222
1178	mais ainz le fist mangier tout par loisir; 	Mes aincois le fist menger. 	1223
1179	aprés li fait baillier ses armes 	Et puis apres. li fait baillier ses armes. 	1224
1180	et il les prant »,	Et cil les prent. 	1225
1181	Ét quant il fu armez, li sires li demande 	Et quant il fu armez li sires li demande. 	1226
1182	ou il velt aler 	ou il uelt aler. 	1227
1183	et il dist 	Et il dit 	1228
1184	qu’il voldroit estre au chastel 	quil uoudra estre au chastel. 	1229
1185	qui est laissus en I. montaingne. « De la aler, fait li sires, vos garde Diex ! je nel vos loeroie en nule manniere, 	qui est lasus en une montaingne. |De laler fet li sires. uous gart diex: Ie ne le uous loeroie en nule maniere. 	1230|1231
1186|1187	car plus a de V. |anz 	Car plus a de .ui. anz. 	1232
1188	que chevaliers n’i pot antrer 	que cheualier. ni pot entrer. 	1233
1189	qui ne moreust ou fust emprisonnez. — 	qui ni morust. ou fust emprisonez. 	1234
1190	Comment fu ce dont? fait Lanceloz. Il covient 	comment est ce |dont fet lanc̃. il couient 	1235|1236
1191|1192	que vos le me diez. — |Et jel vos dirai volentiers. Il a I. an 	que uous le me dites. Ie le uous dirai uolenters. Il a .i. an.	1237
1193	et plus c’uns chevaliers garde l’antree 	et plus. |que .i. cheualier garde lentree. 	1238|1239
1194	que nus n’i antre	que nus ni entre sanz son congie. 	1240
1195	qu’il a ne conqueist par prouesce d’armes, 	Et est si preuz et si poissanz as armes. |que oncques 	1241|1242
		puis hom de cest pays ne dautre ni pot uenir. 	1243
1196	et por ce ne vos loeroie je en nule manniere a aler cele part, 	quil ne conquersist par proesce darmes. |Et pour ce ne uous loeroie ge mie a aler cele part. 	1244|1245
1197	car vos n’am porriez partir sanz bataille. — Enon Deu, fait Lanceloz, je ne lairoie en nule maniere 	quar uous nen porriez partir en nule maniere sanz bataille |En non dieu fet lanc̃. ge ne leroie pas	1246|1247
1198	que je n’i alasse, 	que ge ni alasse. 	1248
1199	car je i perdi mon cheval ersoir ne sai en quele manniere. — 	Car ge i perdi hersoir mon cheual. ne sai en quel maniere. 	1249
1200	Puis que vos avez si grant talant d’aler i, fait li chevaliers, g’irai o vos et verrai l’onor 	puis que uous auez si grant taleut daler i. ge irai aueuc uous. |et uerrai honneur 	1250|1251
1201	que Diex vos fera 	que diex uous fera.	1252
1202	et vos conterai entre ci et la tel chose 	Et uous conterai entre ci et la tel chose. 	1253
1203	par coi ceste bataille devroit remanoir. 	par qoi la bataille porroit bien remanoir. 	1254
1204	Lors dist a ses sergenz 	Lors dist a ses serianz 	1255
1205	qu’en li aport ses armes, 	que len li aport ses armes. 	1256
1206	car il voldra a mon signor Lancelot faire compaingnie dusque au chastel. 	quar il uoudra. a misire lanc̃. fere compaingnie iusques au chastel. 	1257
1207	Et quant il est armez	Et quant il est armes. 	1258
1208	et il sont andui monté, la damoisele dist a Lancelot: « Sire, je ai oï dire 	Et il sont andui montez. La damoisele dist a lanc̃. Sire iai oi dire 	1259
1209	qu’il avra I. tornoiement a Kamaalot. I serez vos ? — 	qui l i aura .i. tornoiement a kamaalot. y serez uous: 	1260
1210|1211	Por quoi le demandez vos ? — |Por ce	pour quoi fet il le demandez uous. pour ce fet ele 	1261
1212	que se je vos i cuidoie veoir, je ne lairoie en nule manniere 	que ie uous i cuidoie ueoir. Ie ne leroie en nule maniere 	1262
1213	que je n’i alasse. — 	que ge ni a lasse.	1263
1214	Et je vos di, faît il,	Et ge uous di fet il. 	1264
1215	que g’i serai, 	que gi serai. 	1265
1216	se je sui en ma lige poesté. — 	se ge sui en ma lige poeste. 	1266
1217|1218	Or alez |dont, fait ele, a Dieu, 	Ore alez donc fet ele a dieu. 	1267
1219	car je vos i verrai, 	Car|ge uous i uerrai 	1268|1269
1220	se merveille n’est.» Il s’em partent maintenant. 	se merueille |nest.Si sen partent maintenant. 	1270|1271
1221	Quant il sont I. poi esloingnié del chastel, 	Quant il sont .i. poi esloingnie del recet. 	1272
1222	si dist li chevaliers a Lancelot : « Sire, vos estes de la meson le roi Artu et compaingnon de la Table Reonde 	Si dist li cheualier. a lanc̃. Sire uous estes de la meson le roy artur. |et compaignon de la table reonde 	1273|1274
1223	et par ce cuit je bien 	Et pour ce croi ge bien. 	1275
1224	que vos quenoissiez cels 	que uous connoissiez cels 	1276
1225	qui en sont conpaingnon. » 	queui en sont compaignon. 	1277
1226	Et il dist 	Et il dit 	1278
1227	qu’il ne repaire mie a cort moult, e 	quil ne repaire mie a court souuent. 	1279
1228|1229	et par ce nes? |puis je pas connoistre touz, mais les plus erranz 	Et par ce nes puis ge mie connoistre touz. Mes les plus erranz et cels 	1280
1230|1231	et cil |qui plus quierent aventures cuit je bien connoistre ; 	qui plus quierent auentures cuit ge bien conuoistre. 	1281
1232	et si en i a il maint 	Et si en y a il molt 	1282
1233|1234	que je ne connoiz mie, |ce poise moi, 	que ge ne connois mie. ce poise moi. 	1283
1235	car il n’en i a nul	Car il nen y a nul 	1284
1236	qui assez ne soit prodom et vaillanz ».	qui assez ne soit preudom et uaillanz.	1285
